NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,FP_AMP3,CIR_PWR,MAX_NOISE,CIR_PCA1,CIR_PCA2,CIR_PCA3,CIR_PCA4,CIR_PCA5,CIR_PCA6,CIR_PCA7,CIR_PCA8,CIR_PCA9,CIR_PCA10
0.0,3.9,745.0,18712.0,10250.0,11576.0,11855.0,967.0,-10.89924036625105,21.536682246229297,-1.663085654099616,-9.069089642501451,-6.491534877375612,-2.442986459693764,-6.911028579228091,-8.475656059316085,6.141074517341521,-11.581465680832482
0.0,0.66,749.0,11239.0,6313.0,4712.0,18968.0,1133.0,28.390261475536516,-54.58712951612812,-34.08800683352588,-11.310027315847327,-6.32476175855372,-2.996821983562138,2.7709512348755396,-1.6427590181879415,-13.46899508052765,-11.316215374058235
1.0,7.86,746.0,4355.0,5240.0,3478.0,14699.0,894.0,-17.583032872681787,-20.234497668111,-10.943062902368188,-11.94625652492608,-3.606773823331804,-0.17368596170951311,-2.144207183750872,0.6186652716678352,10.593770110050356,4.911630758058132
1.0,3.48,750.0,8502.0,8416.0,5890.0,8748.0,1127.0,-39.103831267821,-17.167942111029067,-1.7927144013542042,-0.21670364524717414,-3.9210872427317547,-2.4078300376531394,-0.8078167422117783,0.7380654714525516,-3.2127208065522557,-4.961776483980088
0.0,1.19,746.0,17845.0,18095.0,12058.0,11380.0,1744.0,55.250058258878475,56.39861310506177,22.352258581487057,-9.362802753255684,-8.034040445431994,-17.333967941922403,-0.7937478962929947,23.45171758177265,-28.662149248693222,13.351674382441365
1.0,1.27,746.0,3446.0,13680.0,11955.0,10256.0,1397.0,-6.863463102928433,4.962565982703825,0.7831619526235162,8.034818159144878,-2.648543236963708,-3.554181856851868,-10.777400003135782,16.098147004747652,-0.8389813773765448,-0.4271215164212006
0.0,0.28,748.0,18991.0,19444.0,18370.0,13006.0,3904.0,80.20005727475915,13.423382410549836,40.347519715451725,-19.820666849119664,7.579174966088207,-11.89638985977544,-12.59220084195332,-1.7724735385333255,1.3848143959673072,-20.555142007213462
0.0,1.23,744.0,14781.0,10399.0,10136.0,8025.0,1035.0,20.229732865678095,58.397654682600475,-40.72785873141409,16.409829379574976,-12.187301942029851,2.2442001740226796,-3.8318362564771524,16.710524290219453,-8.944325725790168,7.220590814365477
1.0,4.99,745.0,4053.0,8174.0,5404.0,9956.0,1485.0,-39.301093201905935,-4.897802669867336,-6.189580388843534,-6.2733687876175654,1.2447535919277912,4.167120838292843,0.31527550776324476,2.825716652866954,6.076812391226923,6.330123024632855
0.0,1.17,749.0,10153.0,7675.0,6064.0,11466.0,2487.0,40.00052290242019,-42.388133914898305,-29.02453296570977,-35.70096184070168,17.69164458918104,6.188292265317153,11.044530246823479,12.537552572577836,-7.2653257148984,-16.59374347159326
0.0,1.28,749.0,12079.0,18968.0,16401.0,12342.0,1187.0,62.529284619155106,-42.74479867262399,16.449864542136027,19.262335909402083,25.24141260356381,-15.413395597172858,-42.33488814366422,9.945223179375915,9.021299471095249,-25.66322170610964
1.0,9.09,745.0,122.0,17389.0,16780.0,15848.0,1073.0,-20.795072905086542,12.417897959432565,-4.980677813055401,0.25235913959250794,5.659193290483155,1.4666010557338924,0.6775159442297854,-1.566704932760802,-3.654810172516134,8.429401964692474
0.0,2.75,745.0,7665.0,908.0,1792.0,9683.0,1421.0,53.452953332989395,-18.289174716867507,14.978042813685567,2.269288327760603,-14.435820721555334,-19.937896999542644,32.33229022187655,8.538805263696945,-4.767118655220021,1.050440177451682
1.0,4.58,748.0,10985.0,16999.0,9716.0,6106.0,967.0,-11.828149953436824,-10.510420996895295,18.720532354598816,-2.9495044234223013,17.372036245103867,-4.23554705211128,-13.991964901837932,-8.699722198899812,-2.5660116188023783,9.00853564206751
1.0,1.23,747.0,9955.0,19370.0,12651.0,9304.0,1440.0,7.994695946557361,10.745069139299662,25.444136913610635,-9.620876033930179,-1.4354678197569264,2.096842571610426,-4.435600915548352,-8.134694550688728,5.004089888333652,-1.5300227888966778
1.0,2.71,746.0,9067.0,16420.0,16956.0,8192.0,897.0,-28.838065716918866,15.645701408494263,-0.8837368833566438,-6.937655928202108,-14.441342433573858,1.2249696024352008,-4.03349031545758,-0.9482891204933442,-2.4485642035514137,-1.3911651205183666
0.0,2.34,744.0,10364.0,7633.0,11581.0,10456.0,1354.0,44.79595594979169,72.5206846480112,-12.880510467260054,2.251705437461737,2.444078795838031,9.846239711574178,-5.707842225890125,0.034160764771418335,8.765785773659971,1.15572169490198
0.0,1.75,749.0,2565.0,9501.0,12348.0,12887.0,861.0,26.3654360919034,-39.83608351202068,-12.678596898833762,-10.704238865535403,5.791004682249918,-11.235920328240713,-2.711611640331917,-5.877345729530619,-15.499326467500113,5.539101445732195
0.0,1.27,748.0,14579.0,6746.0,6769.0,15614.0,1565.0,40.1935309761997,-31.919496240533988,-8.671725516978126,-11.298398735355667,14.634910983414713,20.055196193176986,-3.595903786559042,6.361143393458386,-0.6636890020954357,-0.4184423462601414
1.0,6.86,747.0,7720.0,10902.0,9726.0,15078.0,1019.0,-31.915262720823485,-6.768257841061283,-0.5055910543442372,-16.769971271712404,-0.17944086996098763,2.0791917533736974,5.8991775658976815,4.100561803916822,3.684585453301351,-0.3923968454847607
1.0,4.51,744.0,8198.0,10673.0,11455.0,10315.0,1300.0,-35.9945483634303,10.37636332795016,5.667358706023389,4.672955089999549,-3.012557992675044,4.929339570913389,2.2342080377271425,-2.1188596396172743,2.1108868645532786,-6.93982795011012
0.0,1.08,747.0,1390.0,17392.0,15882.0,11821.0,1078.0,37.4506201994928,11.700125630030017,-11.020367162602053,-24.87751438677373,-19.877057947065275,7.821876102062821,-23.760405303874368,2.8174541022218773,-7.895199963754185,-7.259987504492251
0.0,3.06,746.0,5184.0,8350.0,9297.0,12220.0,1563.0,52.21989465337999,-13.83142057964514,-8.445751365036456,-0.6185073379442408,-12.447113321052688,6.1619127602245936,-2.06488018737278,7.103481611611518,17.33206407970977,20.29296284180198
0.0,3.51,744.0,11895.0,16864.0,9752.0,9503.0,815.0,3.96678343874247,33.21072594762294,-13.03334897317707,20.631664048860504,4.124076763141623,-5.155794523023469,-10.62072067681385,1.707763333314189,12.536896680130186,-11.589971088665507
0.0,1.67,748.0,6545.0,17083.0,15057.0,11634.0,968.0,29.353105533518132,-5.657006333488715,13.699094654452912,-15.565252299742966,6.023817033736109,-12.779013661027568,0.1784287213074891,-9.381073467127719,-22.28378025856324,4.607188435820631
1.0,2.8,737.0,1358.0,1523.0,1275.0,1401.0,1301.0,-55.808641034526886,1.2954531946335381,5.4658269420921615,3.359638793663311,0.4960833675576662,-0.9545180832781305,0.8944621903380839,0.0016051837636886581,0.7007100172213924,0.1385701525243251
0.0,3.1,744.0,4411.0,11468.0,10757.0,9338.0,903.0,11.37937827581361,39.93136770681708,-1.0377940815588949,-10.410443001719777,5.691336971859309,-1.9072525641220588,23.160427471597583,-18.16176508056286,11.338462046632126,-15.549314648101001
1.0,8.5,749.0,3454.0,6097.0,4420.0,4218.0,1086.0,-49.24339282197143,-8.745015925777558,5.550787967151142,-0.6357462341782022,1.1832467121645391,2.5366061485570985,-1.1174217543444422,0.21364141344267173,2.5216201049601024,3.9471786188274023
0.0,4.41,744.0,14733.0,5056.0,4760.0,8134.0,892.0,-11.465544389139044,22.950663192207358,-9.311725750526492,-1.3953616453112028,2.2464843514975974,6.280742677160284,-3.7303989723468716,6.283496536873996,-16.874886232341602,8.8437492897778
0.0,5.03,749.0,9819.0,18022.0,13230.0,9326.0,1068.0,-28.87221158375038,-8.611238207587451,12.134474076671662,-6.845261864398339,10.188822248313727,-1.474136820555778,-3.5071202979588474,-1.5343943912100806,1.7027559829344856,5.3645201268174985
1.0,2.89,748.0,568.0,11739.0,11425.0,9604.0,1015.0,-32.71256231439452,-7.41335098336017,6.136597835277661,-5.300819303553296,-4.264156351525913,0.5282063427221712,2.3949157385866404,-6.483808074328824,-6.4552034023198726,-3.5465130937147142
